,country,continent,year,lifeExp,pop,gdpPercap,pop_boxcox,gdpPercap_boxcox
38,Angola,Africa,1962,34.0,4826015,4269.276742,18.60070371754689,21.482077664528852
39,Angola,Africa,1967,35.985,5247469,5522.776375,18.721765520700835,22.874719375462117
40,Angola,Africa,1972,37.928,5894858,5473.288005,18.89038203786161,22.824813685010795
41,Angola,Africa,1977,39.483,6162675,3008.647355,18.95490384485048,19.6997409227381
42,Angola,Africa,1982,39.942,7016384,2756.953672,19.143700096181487,19.273804748498048
43,Angola,Africa,1987,39.906,7874230,2430.208311,19.31204849021095,18.671687885432096
44,Angola,Africa,1992,40.647,8735988,2627.845685,19.464022270614027,19.04309843999785
45,Angola,Africa,1997,40.963,9875024,2277.140884,19.64384894001219,18.367025064147665
46,Angola,Africa,2002,41.003,10866106,2773.287312,19.784545589191406,19.302371286256456
47,Angola,Africa,2007,42.731,12420476,4797.231267,19.981770056877117,22.103987757450877
48,Argentina,Americas,1952,62.485,17876956,5911.315053,20.52217599584512,23.254566816945506
49,Argentina,Americas,1957,64.399,19610538,6856.856212,20.66027392486982,24.101625465583105
50,Argentina,Americas,1962,65.142,21283783,7133.166023,20.78269706897134,24.33139889770039
51,Argentina,Americas,1967,65.634,22934225,8052.953021,20.89457380382045,25.04818754593248
52,Argentina,Americas,1972,67.065,24779799,9443.038526,21.010726214597177,26.01593130901577
53,Argentina,Americas,1977,68.481,26983828,10079.02674,21.138848642091347,26.420968358012143
54,Argentina,Americas,1982,69.942,29341374,8997.897412,21.265048230156467,25.71923282841228
55,Argentina,Americas,1987,70.774,31620918,9139.671389,21.3779911032949,25.814981074020757
56,Argentina,Americas,1992,71.868,33958947,9308.41871,21.485858822879408,25.92740724482225
57,Argentina,Americas,1997,73.275,36203463,10967.28195,21.58279741668516,26.95369205130721
58,Argentina,Americas,2002,74.34,38331121,8797.640716,21.669417927692677,25.581907130947503
59,Argentina,Americas,2007,75.32,40301927,12779.37964,21.74556355672629,27.94126526651573
60,Armenia,FSU,1992,68.663,3378331,1442.937796,18.08772618067654,16.337679624486622
61,Armenia,FSU,1997,70.377,3059000,1791.34719,17.94568185433416,17.27678635455275
62,Armenia,FSU,2002,71.403,3013818,2692.304039,17.924423841442277,19.159388678747927
63,Armenia,FSU,2007,71.965,2971650,4942.543911,17.904301375208373,22.265490963222906
64,Aruba,Americas,1972,70.941,59461,4939.758007,12.57223654174564,22.262430647510207
65,Aruba,Americas,1977,71.83,59412,7390.359942,12.571164457262638,24.538954794897503
66,Aruba,Americas,1982,74.116,61569,10874.91495,12.617559963937804,26.899941562149603
67,Aruba,Americas,1987,74.494,65415,17674.3389,12.696480415213005,30.13762458300725
68,Aruba,Americas,1992,74.108,67174,25120.54961,12.73107693012568,32.68444053411414
69,Aruba,Americas,1997,73.011,68341,26483.66862,12.75354520952618,33.08286045596749
70,Aruba,Americas,2002,73.451,70441,26467.87062,12.793049233196715,33.07833805308465
71,Aruba,Americas,2007,74.239,72194,27230.67521,12.825155093854772,33.294275290981616
72,Australia,Oceania,1950,69.02,8267337,10031.12138,19.38329003328012,26.391183643313163
73,Australia,Oceania,1951,68.72,8510600,10160.73672,19.42573767413384,26.471510110219228
74,Australia,Oceania,1952,69.12,8691212,10039.59564,19.456493928488804,26.396460720016385
75,Australia,Oceania,1953,69.7,8857924,10157.91298,19.48433441580277,26.46976892578861
76,Australia,Oceania,1954,69.85,9064017,10544.08738,19.51805289172333,26.704373690446005
77,Australia,Oceania,1955,70.17,9277087,10864.61774,19.5521350342106,26.89392674415059
78,Australia,Oceania,1956,70.05,9500606,10974.12837,19.587077001947435,26.95766168543959
79,Australia,Oceania,1957,70.33,9712569,10949.64959,19.61947895715073,26.943459455526483
80,Australia,Oceania,1958,70.88,9915267,11240.95886,19.6498253337372,27.11084964749832
81,Australia,Oceania,1959,70.45,10131729,11678.07069,19.68157088349349,27.355615560041677
82,Australia,Oceania,1960,70.89,10361273,11897.96372,19.71451974848591,27.475982592881135
83,Australia,Oceania,1961,71.16,10598814,11711.50002,19.747874668500067,27.37403080746733
84,Australia,Oceania,1962,70.93,10794968,12217.22686,19.774872592083742,27.64761019724537
85,Australia,Oceania,1963,70.99,11001483,12722.21702,19.802783945629216,27.91188307588139
86,Australia,Oceania,1964,70.65,11218304,13329.89726,19.831543154384622,28.218977974587556
87,Australia,Oceania,1965,70.98,11439384,13739.92688,19.86031395110177,28.41990910927103
88,Australia,Oceania,1966,70.82,11655083,13860.95806,19.887866086426257,28.47830036409909
89,Australia,Oceania,1967,71.1,11872264,14526.12465,19.91510917822132,28.792108681104583
90,Australia,Oceania,1968,70.73,12101660,15088.55836,19.943361248221134,29.048590171687284
91,Australia,Oceania,1969,71.14,12379384,15647.10938,19.976873951725857,29.295829657096306
92,Australia,Oceania,1970,70.81,12660160,16273.14214,20.010017061000983,29.56467369363181
93,Australia,Oceania,1971,71.41,12937200,16633.1259,20.042023285611425,29.715533628704048
94,Australia,Oceania,1972,71.93,13177000,16788.62948,20.069191586698945,29.77989319356049
95,Australia,Oceania,1973,72.14,13380400,17429.71805,20.091860280646056,30.04028652975404
96,Australia,Oceania,1974,71.89,13599100,17574.58167,20.11586190485348,30.09806091773597
97,Australia,Oceania,1975,72.84,13771400,17824.57038,20.13450740251244,30.19687007762796
98,Australia,Oceania,1976,72.88,13915500,18351.06793,20.14992719807442,30.401392464003777
99,Australia,Oceania,1977,73.49,14074100,18334.19751,20.166719452654725,30.394912372866777
100,Australia,Oceania,1978,73.88,14248600,18635.0381,20.184983074120357,30.509758340166098
101,Australia,Oceania,1979,74.44,14421900,19380.63562,20.20290628789745,30.78811760688758
102,Australia,Oceania,1980,74.6,14615900,19505.55452,20.22272264655017,30.83391208351973
103,Australia,Oceania,1981,74.97,14923260,19841.87946,20.253598685934584,30.95604930139629
104,Australia,Oceania,1982,74.74,15184200,19477.00928,20.2793282283778,30.823468334674825
105,Australia,Oceania,1983,75.55,15393500,19214.56115,20.299655862437994,30.72686817814637
106,Australia,Oceania,1984,76.02,15579400,20295.25294,20.31748587725969,31.118094867025043
107,Australia,Oceania,1985,75.46,15788300,21040.4946,20.33727573011854,31.37826708006265
108,Australia,Oceania,1986,76.13,16018350,21168.81051,20.35877563038545,31.422315994418177
109,Australia,Oceania,1987,76.32,16257249,21888.88903,20.38078585138241,31.6656142685373
110,Australia,Oceania,1988,76.36,16520206,22508.19078,20.40465051725515,31.869785628858622
111,Australia,Oceania,1989,76.46,16780235,23133.97635,20.42788759262146,32.071573210377025
112,Australia,Oceania,1990,77.06,17022133,23151.89034,20.449190982608275,32.07728495881845
113,Australia,Oceania,1991,77.55,17257526,22893.85675,20.46963967623535,31.994668631506265
114,Australia,Oceania,1992,77.56,17481977,23424.76683,20.488885832209377,32.16385496623848
115,Australia,Oceania,1993,78.1,17688687,24053.10102,20.506398567666512,32.360163464088835
116,Australia,Oceania,1994,78.1,17892557,24780.17241,20.523476114248755,32.58225751606895
117,Australia,Oceania,1995,78.49,18116171,25518.71544,20.541990497113325,32.802573810843626
118,Australia,Oceania,1996,78.56,18348078,26151.13247,20.56095735297763,32.9872076830247
119,Australia,Oceania,1997,78.83,18565243,26997.93657,20.57850753765991,33.228910175106584
120,Australia,Oceania,1998,79.33,18768789,28169.15341,20.594776115473227,33.55339201313208
121,Australia,Oceania,1999,79.58,18968247,28983.2672,20.610551747436787,33.772627809238564
122,Australia,Oceania,2000,79.99,19164620,29241.5145,20.62592598205661,33.841141185614546
123,Australia,Oceania,2001,80.35,19357594,30043.24277,20.640885030810264,34.05079699831171
124,Australia,Oceania,2002,80.37,19546792,30687.75473,20.65541071664304,34.216114081240185
125,Australia,Oceania,2003,80.78,19731984,31634.24243,20.66949653702361,34.453916746108426
126,Australia,Oceania,2004,81.15,19913144,32098.50615,20.68315137400463,34.56848387316136
127,Australia,Oceania,2007,81.235,20434176,34435.36744,20.721758397325814,35.12578063905871
128,Austria,Europe,1950,64.88,6935100,5733.098114,19.126719164531234,23.082900094358568
129,Austria,Europe,1951,65.26,6935451,6124.928282,19.12679290826709,23.45494892118578
130,Austria,Europe,1952,66.8,6927772,6137.076492,19.125178747643226,23.466175432633808
131,Austria,Europe,1953,67.29,6932483,6399.786948,19.126169228133108,23.704705397102863
132,Austria,Europe,1954,67.32,6940209,7045.971274,19.127792186341885,24.25967144866187
133,Austria,Europe,1955,67.6,6946885,7817.250888,19.12919315715584,24.871023051983123
134,Austria,Europe,1956,67.72,6952359,8348.449465,19.130340905869563,25.264519912564225
135,Austria,Europe,1957,67.48,6965860,8842.59803,19.13316793146548,25.612952882098373
136,Austria,Europe,1958,68.49,6987358,9137.296178,19.13765845951053,25.81338678762549
137,Austria,Europe,1959,68.42,7014331,9360.853847,19.14327357555875,25.96200902466216
138,Austria,Europe,1960,68.78,7047437,10083.83005,19.15013669229197,26.423948511661116
139,Austria,Europe,1961,69.75,7086299,10560.9654,19.1581530306267,26.714469238013223
140,Austria,Europe,1962,69.54,7129864,10750.72111,19.167088632201686,26.82709081599451
141,Austria,Europe,1963,69.67,7175811,11116.70439,19.176455244616157,27.039881488190264
142,Austria,Europe,1964,70.16,7223801,11705.63362,19.18617603862192,27.37080222717545
143,Austria,Europe,1965,69.95,7270889,11964.2821,19.19565304815748,27.511934621774174
144,Austria,Europe,1966,70.26,7322066,12549.33397,19.20588531718817,27.822371003143395
145,Austria,Europe,1967,70.14,7376998,12834.6024,19.21679096638827,27.9695505277307
146,Austria,Europe,1968,70.29,7415403,13335.55703,19.224368529730167,28.22178498037513
147,Austria,Europe,1969,70.06,7441055,14125.31596,19.229408532205305,28.604432496936845
148,Austria,Europe,1970,70.11,7467086,15078.76996,19.234505691543145,29.044192468378693
149,Austria,Europe,1971,70.31,7500482,15779.07374,19.241019659523616,29.3532081303138
150,Austria,Europe,1972,70.63,7544201,16661.6256,19.249504494554127,29.727365009870574
151,Austria,Europe,1973,71.21,7586115,17379.3273,19.257594077510557,30.020099546710256
152,Austria,Europe,1974,71.2,7599038,18033.975,19.26007947451643,30.278787316190726
153,Austria,Europe,1975,71.33,7578903,18016.36617,19.2562052428502,30.271928328162065
154,Austria,Europe,1976,71.82,7565525,18874.29543,19.25362558533042,30.600039212475085
155,Austria,Europe,1977,72.17,7568430,19749.4223,19.25418612990093,30.922639588851123
156,Austria,Europe,1978,72.25,7562305,19693.61751,19.2530040132652,30.902413651599957
157,Austria,Europe,1979,72.56,7549425,20803.39934,19.25051513890756,31.29630648970253
158,Austria,Europe,1980,72.7,7549433,21284.70833,19.250516686078274,31.461918492536302
159,Austria,Europe,1981,73.02,7564629,21220.8879,19.253452652081183,31.44013236877836
160,Austria,Europe,1982,73.18,7574613,21597.08362,19.255378493725303,31.5678039903521
161,Austria,Europe,1983,73.25,7552896,22266.66334,19.251186267365267,31.79070069280261
162,Austria,Europe,1984,73.79,7554132,22336.9462,19.251425179056223,31.81378448409327
163,Austria,Europe,1985,74.01,7559776,22821.20054,19.25251564709293,31.97127125982329
164,Austria,Europe,1986,74.49,7568242,23329.15536,19.254149860050983,32.13361463479199
165,Austria,Europe,1987,74.94,7578903,23687.82607,19.2562052428502,32.24654897557696
166,Austria,Europe,1988,75.41,7599791,24371.17769,19.260224166905623,32.45797707066761
167,Austria,Europe,1989,75.5,7627861,25307.87479,19.265607985856864,32.74020416344469
168,Austria,Europe,1990,75.77,7722953,26134.99521,19.28370396287812,32.982541123859555
169,Austria,Europe,1991,75.83,7818423,26744.39669,19.301654393522032,33.15718721891079
170,Austria,Europe,1992,76.04,7914969,27042.01868,19.31959085498066,33.241325284856025
171,Austria,Europe,1993,76.27,7988599,26882.04406,19.333126983361307,33.19619302596389
172,Austria,Europe,1994,76.6,8027540,27463.47863,19.34023673681341,33.35921237347485
173,Austria,Europe,1995,76.84,8047433,27918.81948,19.3438557714814,33.484958629793205
174,Austria,Europe,1996,77.1,8060852,28602.35254,19.34629209483819,33.67067241414686
175,Austria,Europe,1997,77.51,8069876,29095.92066,19.347928246643235,33.80257482417501
176,Austria,Europe,1998,77.88,8078622,30107.97838,19.3495122906412,34.0675293041357
177,Austria,Europe,1999,78.06,8094156,31039.61877,19.35232163034814,34.30519638598046
178,Austria,Europe,2000,78.35,8113413,32008.50466,19.355796981586906,34.54637826397919
179,Austria,Europe,2001,78.85,8131690,32196.42488,19.359088030834727,34.59247773791956
180,Austria,Europe,2002,78.98,8148312,32417.60769,19.362074809244163,34.64646164207682
181,Austria,Europe,2003,78.98,8162656,32741.18737,19.364647481152467,34.72490830414659
182,Austria,Europe,2004,79.49,8174762,33455.69403,19.36681532450473,34.89595308406881
183,Austria,Europe,2005,79.66,8184691,34108.0,19.3685909907692,35.04957098865521
184,Austria,Europe,2007,79.829,8199783,36126.4927,19.37128596633826,35.51046993371925
185,Azerbaijan,Asia,1992,65.623,7413618,3455.542969,19.22401718702614,20.3902795929739
186,Azerbaijan,Asia,1997,66.328,7695123,1943.285094,19.278430535608297,17.64086966461352
187,Azerbaijan,Asia,2002,66.844,7798497,3059.179927,19.297925607674237,19.781790417958547
188,Azerbaijan,Asia,2007,67.487,8017309,7708.61119,19.33837205154731,24.78792020611176
189,Bahamas,Americas,1962,64.209,122902,15117.51505,13.524681859883938,29.061586379774752
190,Bahamas,Americas,1967,65.795,151120,19318.1061,13.798846735337415,30.765105815414003
191,Bahamas,Americas,1972,66.515,178332,18152.43763,14.01945371389978,30.324791915723825
192,Bahamas,Americas,1977,67.199,197499,14380.66603,14.155908133140722,28.724483778066165
193,Bahamas,Americas,1982,67.874,219682,20433.0368,14.298546653372751,31.166766988493187
194,Bahamas,Americas,1987,69.524,244042,22438.01353,14.439815692161549,31.84687737858424
195,Bahamas,Americas,1992,69.171,264085,19432.56931,14.546083174613502,30.80718480438782
196,Bahamas,Americas,1997,68.472,281577,20990.83247,14.632578275048957,31.36116104493872
197,Bahamas,Americas,2002,71.068,295131,22810.96126,14.696066788350771,31.96796912381028
198,Bahamas,Americas,2007,73.495,305655,23948.63751,14.74342931922262,32.327813241211416
199,Bahrain,Asia,1952,50.939,120447,9867.084765,13.497989450773776,26.28832450797631
200,Bahrain,Asia,1957,53.832,138655,11635.79945,13.684492118533798,27.3322690008788
201,Bahrain,Asia,1962,56.923,171863,12753.27514,13.97014721595914,27.927860367796097
202,Bahrain,Asia,1967,59.923,202182,14804.6727,14.18727931646877,28.92010804557671
203,Bahrain,Asia,1972,63.3,230800,18268.65839,14.364825838242272,30.369692750072293
204,Bahrain,Asia,1977,65.593,297410,19340.10196,14.706461575177062,30.773207412725792
205,Bahrain,Asia,1982,69.052,377967,19211.14731,15.031325331397436,30.725604688641432
206,Bahrain,Asia,1987,70.75,454612,18524.02406,15.282839981632454,30.467552812763667
207,Bahrain,Asia,1992,72.601,529491,19035.57917,15.49137667390003,30.66038169234871
208,Bahrain,Asia,1997,73.925,598561,20292.01679,15.659626300241982,31.11694851993259
209,Bahrain,Asia,2002,74.795,656397,23403.55927,15.78652050765362,32.157155910372055
210,Bahrain,Asia,2007,75.635,708573,29796.04834,15.891959157876393,33.986637371815135
211,Bangladesh,Asia,1952,37.484,46886859,684.2441716,21.975961931225715,13.391245723864271
212,Bangladesh,Asia,1957,39.348,51365468,661.6374577,22.115252238773557,13.26858152686154
213,Bangladesh,Asia,1962,41.216,56839289,686.3415538,22.27021720990177,13.402460753226352
214,Bangladesh,Asia,1967,43.453,62821884,721.1860862,22.42373609042368,13.58487877287809
215,Bangladesh,Asia,1972,45.252,70759295,630.2336265,22.60673372442024,13.09248720543041
216,Bangladesh,Asia,1977,46.923,80428306,659.8772322,22.80431285753047,13.258890357370015
217,Bangladesh,Asia,1982,50.009,93074406,676.9818656,23.030321850680117,13.352199035335785
218,Bangladesh,Asia,1987,52.819,103764241,751.9794035,23.199099348705257,13.740301074396326
219,Bangladesh,Asia,1992,56.018,113704579,837.8101643,23.34145416480247,14.148105020155333
220,Bangladesh,Asia,1997,59.412,123315288,972.7700352,23.467977284579117,14.726259893425269
221,Bangladesh,Asia,2002,62.013,135656790,1136.39043,23.61702360073349,15.346582642389986
222,Bangladesh,Asia,2007,64.062,150448339,1391.253792,23.77912415238655,16.183246070665803
223,Barbados,Americas,1962,65.87,228747,6204.489468,14.352825004014669,23.52815219283641
224,Barbados,Americas,1967,67.62,238224,7788.544085,14.407369940945983,24.849154462155223
225,Barbados,Americas,1972,69.42,242445,9853.806374,14.43098537986415,26.279938510277308
226,Barbados,Americas,1977,71.27,249169,11817.35591,14.467788044897947,27.432067289423465
227,Barbados,Americas,1982,72.695,253522,12736.47247,14.491100014165948,27.919220411202527
228,Barbados,Americas,1987,74.027,259428,13783.20898,14.522111853462713,28.440837631386227
229,Barbados,Americas,1992,74.894,264925,12263.45331,14.550363002635333,27.67216166299936
230,Barbados,Americas,1997,74.912,270096,13901.90893,14.576421212355074,28.497964551366
231,Barbados,Americas,2002,75.97,275673,14544.49305,14.603985108677607,28.800609674188838
232,Barbados,Americas,2007,77.296,280946,17023.10239,14.629550404516054,29.87603935965758
233,Belarus,FSU,1973,72.71,9236465,4958.608124,19.545696595582285,22.28311059344587
234,Belarus,FSU,1990,71.15,10215208,6807.781057,19.6936370381728,24.06004269036878
235,Belarus,FSU,1991,70.58,10244639,6693.1884,19.697868093451653,23.962001823826043
236,Belarus,FSU,1992,70.17,10306362,6014.406075,19.70670310689733,23.35198411330052
237,Belarus,FSU,1993,69.05,10360516,5528.263371,19.714412263838923,22.88023055238367
238,Belarus,FSU,1994,68.82,10387841,4868.615987,19.718287228986178,22.18380860948243
239,Belarus,FSU,1995,68.43,10403989,4355.509243,19.720572506423093,21.587719403333708
240,Belarus,FSU,1996,68.56,10408773,4475.405604,19.72124887702957,21.731851926095263
241,Belarus,FSU,1997,68.37,10404210,4987.788391,19.720603758491844,22.314999598697547
242,Belarus,FSU,1998,68.38,10394407,5411.861751,19.71921687242313,22.76236412475772
243,Belarus,FSU,1999,67.97,10382370,5602.352725,19.717512182339615,22.954220680414043
244,Belarus,FSU,2000,69.0,10366719,5936.237819,19.715292787339497,23.278241933122565
245,Belarus,FSU,2001,68.6,10350194,6225.164179,19.712945901987908,23.547051571387605
246,Belarus,FSU,2002,68.16,10335382,6545.789965,19.71083918690098,23.83389668088661
247,Belarus,FSU,2003,68.7,10322151,6999.864668,19.70895484441076,24.22145575460157
248,Belarus,FSU,2004,69.1,10310520,7806.724446,19.707296423678315,24.863011582895872
249,Belarus,FSU,2005,68.87,10300483,8541.0,19.705863816914466,25.402206543165093
250,Belarus,FSU,2007,69.027,10289007,10273.77418,19.704224147400712,26.540895393198515
251,Belgium,Europe,1950,66.35,8639369,7990.46584,19.4477299500689,25.001628310502586
252,Belgium,Europe,1951,66.8,8678386,8393.415992,19.454330473165896,25.2968999355472
253,Belgium,Europe,1952,68.0,8730405,8343.105127,19.4630856397258,25.260662215742467
254,Belgium,Europe,1953,68.37,8777873,8645.372292,19.47103052161986,25.475803369083607
255,Belgium,Europe,1954,68.63,8819380,8950.306725,19.477943397692183,25.686821099837815
256,Belgium,Europe,1955,68.58,8868475,9244.72546,19.48607915520182,25.88516560346912
257,Belgium,Europe,1956,68.87,8923845,9529.403593,19.495202187967703,26.07219276639255
258,Belgium,Europe,1957,69.24,8989111,9714.960623,19.505885051023448,26.19170342365905
259,Belgium,Europe,1958,69.93,9052707,9477.273558,19.51622198401156,26.03828241770834
260,Belgium,Europe,1959,70.33,9103729,9675.467689,19.524464013520934,26.16642158830603
261,Belgium,Europe,1960,69.65,9118700,10076.60249,19.526873855020085,26.419463830348825
262,Belgium,Europe,1961,70.52,9165800,10512.5111,19.534430306144973,26.685451595632752
263,Belgium,Europe,1962,70.25,9218400,10991.20676,19.542824475375745,26.96755529476856
264,Belgium,Europe,1963,70.06,9283100,11396.12839,19.55308573382429,27.19859786373802
265,Belgium,Europe,1964,70.73,9367000,12089.40942,19.566288600075627,27.579335170637123
266,Belgium,Europe,1965,70.58,9448100,12406.28806,19.578941583373496,27.747557480538763
267,Belgium,Europe,1966,70.65,9507800,12720.17707,19.588188239360534,27.91083256708531
268,Belgium,Europe,1967,70.94,9556500,13149.04119,19.595689281103358,28.128774216741892
269,Belgium,Europe,1968,70.63,9589800,13647.19609,19.6007968815234,28.37489188143727
270,Belgium,Europe,1969,70.71,9612700,14520.74226,19.604299279100516,28.78961605103927
271,Belgium,Europe,1970,70.97,9637800,15379.70523,19.60812880835614,29.17836257801091
272,Belgium,Europe,1971,71.1,9672500,15899.65951,19.613407016849404,29.405303993089085
273,Belgium,Europe,1972,71.44,9709100,16672.14356,19.61895424263797,29.73172734593922
274,Belgium,Europe,1973,71.65,9738400,17639.58142,19.623380363527087,30.123860138192764
275,Belgium,Europe,1974,72.01,9767800,18325.1694,19.62780854456549,30.391442626313587
276,Belgium,Europe,1975,72.0,9794800,18032.1155,19.631863796246503,30.27806325755352
277,Belgium,Europe,1976,72.15,9811000,19019.94462,19.634291713005453,30.65455017017508
278,Belgium,Europe,1977,72.8,9821800,19117.97448,19.635908151145337,30.691051031845245
279,Belgium,Europe,1978,72.75,9829700,19645.53784,19.637089447387744,30.88495075980635
280,Belgium,Europe,1979,73.24,9837200,20090.12043,19.638210073965627,31.04513908915454
281,Belgium,Europe,1980,73.29,9846800,20969.62311,19.639643259691383,31.353845636001687
282,Belgium,Europe,1981,73.7,9852400,20696.13378,19.64047865498464,31.258980186408497
283,Belgium,Europe,1982,73.93,9856303,20979.84589,19.64106062162743,31.35737235735964
284,Belgium,Europe,1983,73.93,9855520,20979.01253,19.640943888480123,31.357084910933946
285,Belgium,Europe,1984,74.43,9855300,21498.93801,19.640911088265597,31.534668617622348
286,Belgium,Europe,1985,74.54,9858200,21708.74541,19.64134339735829,31.605356244904694
287,Belgium,Europe,1986,74.74,9861800,22024.75308,19.641879884259332,31.71079851370312
288,Belgium,Europe,1987,75.35,9870200,22525.56308,19.643130943992137,31.87544770370208
289,Belgium,Europe,1988,75.66,9884000,23555.8201,19.645184001995677,32.205144704121764
290,Belgium,Europe,1989,75.73,9937697,24269.23182,19.653146092803027,32.42673904126152
291,Belgium,Europe,1990,76.14,9969310,24925.91,19.65781399317004,32.62614549912015
292,Belgium,Europe,1991,76.3,10004487,25293.57135,19.662991192018232,32.735957945816125
293,Belgium,Europe,1992,76.46,10045622,25575.57069,19.669022773140583,32.81932170487958
294,Belgium,Europe,1993,76.48,10085426,25229.59834,19.67483628432706,32.7169429024817
295,Belgium,Europe,1994,76.82,10122914,25947.30294,19.68029109291944,32.92809415772974
296,Belgium,Europe,1995,76.97,10155459,26480.94732,19.685010689059936,33.08208159912148
297,Belgium,Europe,1996,77.31,10178934,26725.49837,19.68840581989108,33.15181936102822
298,Belgium,Europe,1997,77.53,10199787,27561.19663,19.69141533346124,33.38633802813514
299,Belgium,Europe,1998,77.62,10217030,28030.61314,19.69389931758051,33.515579974240865
300,Belgium,Europe,1999,77.8,10235655,28937.1514,19.696577796344496,33.76034180020172
301,Belgium,Europe,2000,77.91,10263618,29940.2047,19.70059026189417,34.02410492979087
302,Belgium,Europe,2001,78.22,10291679,30092.07613,19.704606077159944,34.06342169918515
303,Belgium,Europe,2002,78.32,10311970,30485.88375,19.70750327335685,34.16463587956624
304,Belgium,Europe,2003,78.47,10330824,30736.5256,19.71019030822888,34.22851021649553
305,Belgium,Europe,2004,79.11,10348276,31600.01699,19.712673270209866,34.44541768810008
306,Belgium,Europe,2005,79.2,10364388,32077.0,19.7149619593468,34.56320618501322
307,Belgium,Europe,2007,79.441,10392226,33692.60508,19.71890814035181,34.9520208254876
308,Belize,Americas,1950,57.673,65797,1731.132728,12.704070245695704,17.125624957875907
309,Belize,Americas,1962,62.678,97594,1916.319613,13.220428710944455,17.57795919465189
310,Belize,Americas,1967,65.184,113265,2099.158522,13.41673847964798,17.99140652833341
311,Belize,Americas,1972,67.589,127661,2616.696579,13.574974445250366,19.022752900522924
312,Belize,Americas,1977,69.747,140578,3158.688003,13.702773050909746,19.940237351554604
313,Belize,Americas,1982,71.031,153277,3732.094919,13.817695872651552,20.78247629067839
314,Belize,Americas,1987,71.879,176347,3844.931896,14.00451233252365,20.93582895710193
315,Belize,Americas,1992,72.522,200798,5780.689094,14.17808243403717,23.129155672689667
316,Belize,Americas,1997,74.405,228884,5631.50107,14.353629106526071,22.983115221788523
