country,continent,year,lifeExp,pop,gdpPercap,cluster
5,4,0.9868623586709957,0.4363857530805785,-0.27481399612518964,-0.8377081513247043,2
5,4,1.282207886609298,0.5235517345786189,-0.27524641714835524,-0.7584494487139106,2
5,4,1.5775534145476002,0.5712976230794943,-0.2756499922381,-0.5604920293150172,2
6,1,-0.48986528102051596,0.48430155577540784,-0.30352152840364305,-0.5607371100165882,2
6,1,-0.19451975308221361,0.5598284149876465,-0.30352199736540075,-0.34515349999221884,2
6,1,0.10082577485608869,0.7540403386762612,-0.3035013534774151,-0.03861128388434839,2
6,1,0.396171302794391,0.7861541213334337,-0.3034645447647619,0.5595455772082947,2
6,1,0.6915168307326933,0.7533606819004484,-0.3034477099947263,1.2146013669458975,2
6,1,0.9868623586709957,0.6601627465170661,-0.30343654104837525,1.3345172589851506,2
6,1,1.282207886609298,0.6975438691867905,-0.3034164426873322,1.3331274821215473,2
6,1,1.5775534145476002,0.7644900616043891,-0.3033996653411853,1.400232696112721,2
7,5,-1.789385603949046,0.32109897248326885,-0.22496683542997514,-0.11284123585569963,2
7,5,-1.7303164983613857,0.295611843390275,-0.22263865085739468,-0.10143875448463349,2
7,5,-1.6712473927737252,0.32959468218093424,-0.22091007695991377,-0.11209574082568574,2
7,5,-1.6121782871860648,0.3788697984273892,-0.21931453507124168,-0.10168716368331904,2
7,5,-1.5531091815984044,0.3916133629738855,-0.21734209148912348,-0.06771474651431227,2
7,5,-1.4940400760107437,0.4187996340064131,-0.21530287349510172,-0.03951714691876208,2
7,5,-1.4349709704230833,0.4086047823692151,-0.21316365179891852,-0.029883310996958994,2
7,5,-1.3759018648354229,0.4323927695226763,-0.21113502851236088,-0.03203675080536762,2
7,5,-1.3168327592477624,0.4791191728598318,-0.2091950772805956,-0.006409780074944332,2
7,5,-1.257763653660102,0.4425876211598743,-0.20712339564816523,0.032043689233916886,2
7,5,-1.1986945480724416,0.4799687438295987,-0.20492651079708468,0.05138805216350741,2
7,5,-1.139625442484781,0.5029071600132929,-0.20265308947302252,0.03498452411173467,2
7,5,-1.0805563368971205,0.48336702770866513,-0.20077576856252669,0.07947417226563483,2
7,5,-1.02148723130946,0.4884644535272629,-0.19879928616690362,0.12389901343005014,2
7,5,-0.9624181257217996,0.45957904055520393,-0.1967241686717997,0.17735767516071393,2
7,5,-0.9033490201341392,0.4876148825574972,-0.19460828978637082,0.21342867650696914,2
7,5,-0.8442799145464788,0.4740217470412328,-0.19254391055845277,0.22407599475855994,2
7,5,-0.7852108089588182,0.497809734194694,-0.19046534763002715,0.2825918282326731,2
7,5,-0.7261417033711578,0.4663756083133355,-0.18826987923486774,0.3320700759519215,2
7,5,-0.6670725977834974,0.5012080180737604,-0.1856118805575706,0.38120675684432176,2
7,5,-0.6080034921958368,0.4731721760714671,-0.1829246722622242,0.4362799208971036,2
7,5,-0.5489343866081764,0.5241464342574547,-0.18027321990823822,0.46794830302908214,2
7,5,-0.48986528102051596,0.5683241246853119,-0.1779781784900826,0.48162821679611073,2
7,5,-0.4307961754328555,0.5861651150504071,-0.17603150866334008,0.5380258659989628,2
7,5,-0.371727069845195,0.5649258408062455,-0.17393840792042667,0.5507697644325525,2
7,5,-0.31265796425753456,0.6456350829340601,-0.17228938525008383,0.5727616953934394,2
7,5,-0.2535888586698741,0.6490333668131254,-0.170910254856605,0.6190785781465683,2
7,5,-0.19451975308221361,0.7008571959688799,-0.16939235006544784,0.6175944586760485,2
7,5,-0.13545064749455316,0.7339904637897722,-0.16772227196925035,0.6440599157981416,2
7,5,-0.0763815419068927,0.7815664380966946,-0.16606367865079175,0.7096513946471196,2
7,5,-0.017312436319232228,0.7951595736129577,-0.16420697291633723,0.7206407222231925,2
7,5,0.041756669268428234,0.8265936994943174,-0.1612653385114819,0.7502277978191437,2
7,5,0.10082577485608869,0.8070535671896883,-0.1587679735921594,0.7181295490292431,2
7,5,0.15989488044374917,0.8758688157407725,-0.15676483694153398,0.6950415417517395,2
7,5,0.21896398603140962,0.9157986513197963,-0.154985653456817,0.7901118320687579,2
7,5,0.2780330916190701,0.8682226770128739,-0.1529863450654379,0.855672005309768,2
7,5,0.33710219720673057,0.9251439319872274,-0.15078461746641078,0.866960173619062,2
7,5,0.396171302794391,0.9412857804127901,-0.14849819920220744,0.9303067027413467,2
7,5,0.4552404083820515,0.9446840642918565,-0.1459815302856355,0.9847877284242919,2
7,5,0.5143095139697119,0.9531797739895207,-0.14349288422674647,1.0398391467533799,2
7,5,0.5733786195573725,1.0041540321755096,-0.141177763588844,1.0414150708473682,2
7,5,0.6324477251450329,1.045783009694066,-0.13892490001693447,1.018715418143573,2
7,5,0.6915168307326933,1.0466325806638328,-0.1367767584767074,1.0654204786473005,2
7,5,0.7505859363203538,1.0925094130312214,-0.13479840980470176,1.1206961034018927,2
7,5,0.8096550419080143,1.0925094130312214,-0.13284724177334484,1.1846578071624982,2
7,5,0.8687241474956747,1.1256426808521138,-0.13070711086559067,1.2496286905572085,2
7,5,0.9277932530833352,1.1315896776404797,-0.1284876105730126,1.3052634896737325,2
7,5,0.9868623586709957,1.154528093824174,-0.12640920077495688,1.3797582830769857,2
7,5,1.0459314642586561,1.1970066423124974,-0.12446113363358945,1.4827922156314106,2
7,5,1.1050005698463166,1.218245916556659,-0.1225521913017192,1.554411187000101,2
7,5,1.164069675433977,1.253078326317084,-0.12067277441928602,1.5771296401351862,2
7,5,1.2231387810216374,1.2836628812286768,-0.11882588816979826,1.6476590362956411,2
7,5,1.282207886609298,1.2853620231682106,-0.11701514068759555,1.7043578469250715,2
7,5,1.3412769921969585,1.3201944329286355,-0.11524273322174453,1.7876219757480425,2
7,5,1.400346097784619,1.3516285588099952,-0.11350891460909618,1.8284640428873324,2
7,5,1.5775534145476002,1.3588499120530095,-0.10852230068005338,2.0340416953935136,2
8,3,-1.789385603949046,-0.0306234090000489,-0.2377172069637508,-0.4909456347869812,2
8,3,-1.7303164983613857,0.0016602878510776997,-0.23771384766626216,-0.45647567011118206,2
8,3,-1.6712473927737252,0.13249421719511306,-0.23778734067314297,-0.45540697146627784,2
8,3,-1.6121782871860648,0.17412319471367077,-0.2377422533498697,-0.4322958869254798,2
8,3,-1.5531091815984044,0.17667190762296905,-0.23766831052252746,-0.3754499554216168,2
8,3,-1.4940400760107437,0.20045989477643025,-0.23760441687570674,-0.30759917919005314,2
8,3,-1.4349709704230833,0.21065474641362825,-0.23755202714792115,-0.2608687391157585,2
8,3,-1.3759018648354229,0.19026504313923345,-0.2374228138277105,-0.2173976514578351,2
8,3,-1.3168327592477624,0.27607171108564593,-0.2372170640345182,-0.19147255538002753,2
8,3,-1.257763653660102,0.27012471429728124,-0.2369589149428922,-0.17180580794001418,2
8,3,-1.1986945480724416,0.30070926920887403,-0.23664206906637236,-0.10820436472787888,2
8,3,-1.139625442484781,0.3831176532762213,-0.2362701345392983,-0.06622995845889798,2
8,3,-1.0805563368971205,0.36527666291112604,-0.23585318925413584,-0.049536826702051624,2
8,3,-1.02148723130946,0.37632108551808974,-0.23541344668516173,-0.017340656616615175,2
8,3,-0.9624181257217996,0.4179500630366462,-0.23495415128208713,0.03446844695053438,2
8,3,-0.9033490201341392,0.40010907267155094,-0.23450348860361292,0.05722219257087964,2
8,3,-0.8442799145464788,0.4264457727343116,-0.23401369154499344,0.10869019820032429,2
8,3,-0.7852108089588182,0.4162509210971136,-0.23348795670269934,0.13378574598678442,2
8,3,-0.7261417033711578,0.4289944856436111,-0.23312039596181416,0.1778555747302365,2
8,3,-0.6670725977834974,0.409454353338982,-0.23287488969634906,0.24733200774316613,2
8,3,-0.6080034921958368,0.4137022081878141,-0.2326257561552481,0.3312089737964779,2
8,3,-0.5489343866081764,0.4306936275831437,-0.2323061347907747,0.3928158854902417,2
8,3,-0.48986528102051596,0.4578798986156701,-0.23188771562580246,0.47045546999196614,2
8,3,-0.4307961754328555,0.5071550148621251,-0.2314865714806791,0.5335929062262305,2
8,3,-0.371727069845195,0.5063054438923594,-0.23136288999507934,0.5911833751002175,2
8,3,-0.31265796425753456,0.5173498664993231,-0.23155559499488987,0.5896342964491779,2
8,3,-0.2535888586698741,0.5589788440178796,-0.23168363112538232,0.6651077890530819,2
8,3,-0.19451975308221361,0.5887138279597067,-0.23165582839260607,0.7420941845869313,2
8,3,-0.13545064749455316,0.5955103957178383,-0.231714448612315,0.7371849425296931,2
8,3,-0.0763815419068927,0.6218470957805989,-0.23183771856004579,0.8348143330209934,2
8,3,-0.017312436319232228,0.6337410893573295,-0.23183764199486087,0.8771559014819614,2
8,3,0.041756669268428234,0.660927360389856,-0.231692206426094,0.8715415099742246,2
8,3,0.10082577485608869,0.6745204959061204,-0.2315966530753064,0.90463608573335,2
8,3,0.15989488044374917,0.680467492694485,-0.23180449884043605,0.9635401497410796,2
8,3,0.21896398603140962,0.7263443250618749,-0.23179266951936497,0.9697230521803684,2
8,3,0.2780330916190701,0.7450348863967371,-0.2317386527813997,1.012323728078051,2
8,3,0.33710219720673057,0.7858142929455266,-0.23165762767445183,1.057009375412643,2
8,3,0.396171302794391,0.8240449865850179,-0.23155559499488987,1.0885622463083413,2
8,3,0.4552404083820515,0.8639748221640419,-0.2313556832970482,1.1486778477251014,2
8,3,0.5143095139697119,0.8716209608919403,-0.23108703520443924,1.2310806808548966,2
8,3,0.5733786195573725,0.8945593770756346,-0.2301769431338168,1.3038438675323252,2
8,3,0.6324477251450329,0.8996568028942337,-0.22926323335820664,1.3574539496661229,2
8,3,0.6915168307326933,0.9174977932593301,-0.22833922556522393,1.3836362610853932,2
8,3,0.7505859363203538,0.937037925563958,-0.22763453874446163,1.3695630223437953,2
8,3,0.8096550419080143,0.9650737675662513,-0.2272618481361864,1.420712807954965,2
8,3,0.8687241474956747,0.9854634708406473,-0.2270714592332199,1.460769915081408,2
8,3,0.9277932530833352,1.0075523160545747,-0.22694303070615474,1.5209014780828076,2
8,3,0.9868623586709957,1.0423847258150007,-0.22685666517755823,1.5643215030092719,2
8,3,1.0459314642586561,1.0738188516963594,-0.22677296028913793,1.6533539377407136,2
8,3,1.1050005698463166,1.0891111291521562,-0.22662428984130795,1.7353119235123649,2
8,3,1.164069675433977,1.1137486872753832,-0.22643998787054306,1.820546459111421,2
8,3,1.2231387810216374,1.1562272357637067,-0.22626506513493158,1.8370781196987918,2
8,3,1.282207886609298,1.1672716583706715,-0.22610598182195168,1.8565359467632823,2
8,3,1.3412769921969585,1.1672716583706715,-0.22596870044537942,1.8850018002128468,2
8,3,1.400346097784619,1.2105997778287605,-0.22585283817929022,1.947858163357461,2
8,3,1.4594152033722794,1.2250424843147907,-0.22575781121414898,2.005242626270263,2
8,3,1.5775534145476002,1.2394002337038437,-0.22561337099278617,2.182812853755551,2
9,2,0.6915168307326933,0.03249971405360044,-0.23313747956870076,-0.6913060250960161,2
9,2,0.9868623586709957,0.09239446742213628,-0.230443294270878,-0.8243419161250835,2
9,2,1.282207886609298,0.13623232946208527,-0.22945393809256098,-0.7261747543882751,2
9,2,1.5775534145476002,0.1908597428180692,-0.2273597654370586,-0.3171563977461534,2
10,1,-1.0805563368971205,-0.08762962107137823,-0.30291435691653207,0.3346174451004553,2
10,1,-0.7852108089588182,0.047112334733583436,-0.302644292368002,0.7041505666822991,2
10,1,-0.48986528102051596,0.10828144455676902,-0.3023838558914763,0.60160473365039,2
10,1,-0.19451975308221361,0.16639209888879522,-0.30220041527904185,0.2697955866395794,2
10,1,0.10082577485608869,0.22373813934803155,-0.30198810959189026,0.8022329120033059,2
10,1,0.396171302794391,0.3639173493594992,-0.30175496860379075,0.9786141166758857,2
10,1,0.6915168307326933,0.3339274941267434,-0.30156314410360685,0.7142200894694739,2
10,1,0.9868623586709957,0.27454248334006626,-0.30139573432676625,0.8513031434746451,2
10,1,1.282207886609298,0.4950911070914416,-0.30126601376220546,1.011422961244024,2
10,1,1.5775534145476002,0.7012819814537639,-0.30116529226143535,1.1115062711896626,2
11,2,-1.6712473927737252,-1.2150102979514814,-0.30293785285765623,-0.12727181518921257,2
11,2,-1.3759018648354229,-0.9692294163980422,-0.30276359049676477,0.028325016531813383,2
11,2,-1.0805563368971205,-0.7066270296432268,-0.3024457684141371,0.1266312489410655,2
11,2,-0.7852108089588182,-0.45175573871328645,-0.30215559593391583,0.30709617278843154,2
11,2,-0.48986528102051596,-0.16485562222315067,-0.30188170312613943,0.611828871093004,2
11,2,-0.19451975308221361,0.029951001144300944,-0.3012442022551497,0.706085579805673,2
11,2,0.10082577485608869,0.32381759958652245,-0.3004732195548896,0.6947412204548635,2
11,2,0.396171302794391,0.4680747502528681,-0.29973967723005834,0.6342938223478849,2
11,2,0.6915168307326933,0.6253303367566412,-0.29902303666979946,0.6792961933021923,2
11,2,0.9868623586709957,0.7378135331537214,-0.29836199200444496,0.7898271424626593,2
11,2,1.282207886609298,0.8117262075234045,-0.29780846400002275,1.0635548136123922,2
11,2,1.5775534145476002,0.8830901689837881,-0.29730910586393566,1.6259129228872564,2
12,2,-1.6712473927737252,-2.3581080377722636,0.14464702003029423,-0.9351018822145595,2
12,2,-1.3759018648354229,-2.199748009007794,0.18751021081730243,-0.9370906331919188,2
12,2,-1.0805563368971205,-2.041048151855418,0.2398982254568774,-0.9349173719439116,2
12,2,-0.7852108089588182,-1.850999125918659,0.29715553702089237,-0.9318520393098692,2
12,2,-0.48986528102051596,-1.6981613084576714,0.3731217046519353,-0.9398532815037476,2
12,2,-0.19451975308221361,-1.5561979994096946,0.4656604065602022,-0.9372454832156322,2
12,2,0.10082577485608869,-1.2940203981397629,0.5866917796967239,-0.9357407595949372,2
12,2,0.396171302794391,-1.055290955635385,0.689000428897098,-0.929143098941649,2
12,2,0.6915168307326933,-0.7835132024070922,0.7841359060466656,-0.9215924212897104,2
12,2,0.9868623586709957,-0.4951688152683532,0.8761166200284883,-0.9097197724675977,2
12,2,1.282207886609298,-0.274195406032095,0.9942327928902505,-0.8953258087312569,2
12,2,1.5775534145476002,-0.10011831432694579,1.135797503456049,-0.8729050463633745,2
13,1,-1.0805563368971205,0.05348411700683219,-0.30190135166672105,-0.44947653759164446,2
13,1,-0.7852108089588182,0.20215903671596405,-0.30181065063452817,-0.31012456535522737,2
13,1,-0.48986528102051596,0.355081811273928,-0.3017702529288316,-0.12843993777420312,2
13,1,-0.19451975308221361,0.5122524406807241,-0.3017058998909013,0.04429684635494007,2
13,1,0.10082577485608869,0.6333163038724455,-0.3016642388596535,0.12515308955299337,2
13,1,0.396171302794391,0.7464791570453397,-0.3016077146118819,0.21723627627834347,2
13,1,0.6915168307326933,0.8201369601240929,-0.3015551047591896,0.08354079150202708,2
13,1,0.9868623586709957,0.8216661878696725,-0.3015056149377831,0.22767851227156372,2
13,1,1.282207886609298,0.9115507964709643,-0.3014522394332416,0.2842077275453338,2
13,1,1.5775534145476002,1.0242039070619986,-0.30140177340572727,0.5022551965061872,2
14,4,-0.4307961754328555,0.6345906603270952,-0.2156916523628595,-0.5590788332421346,2
14,4,0.5733786195573725,0.5020575890435273,-0.20632444751411097,-0.396403952935435,2
14,4,0.6324477251450329,0.453632043766838,-0.2060427737694165,-0.4064848633948256,2
14,4,0.6915168307326933,0.4187996340064131,-0.20545204465576836,-0.46619849617796255,2
14,4,0.7505859363203538,0.32364768539256833,-0.2049337557777083,-0.508965294660609,2
14,4,0.8096550419080143,0.30410755308793924,-0.20467223781794558,-0.5669955942187669,2
14,4,0.8687241474956747,0.27097428526704814,-0.20451769099217254,-0.6121344650486269,2
14,4,0.9277932530833352,0.28201870787401184,-0.2044719050115868,-0.6015869787498516,2
14,4,0.9868623586709957,0.26587685944844913,-0.20451557587893895,-0.5565117956455797,2
14,4,1.0459314642586561,0.26672643041821487,-0.2046093969424176,-0.5192053426642782,2
14,4,1.1050005698463166,0.23189402065778994,-0.20472459883378682,-0.5024475284858698,2
14,4,1.164069675433977,0.3193998305437362,-0.20487438904744634,-0.47307509028209194,2
14,4,1.2231387810216374,0.28541699175307705,-0.20503254400755902,-0.4476577481873218,2
14,4,1.282207886609298,0.24803586908335265,-0.20517430444744944,-0.41945175380464744,2
14,4,1.3412769921969585,0.29391270145074244,-0.20530093369266886,-0.3795060317779963,2
14,4,1.400346097784619,0.32789554024140044,-0.2054122499009031,-0.3085252081524321,2
14,4,1.4594152033722794,0.3083554079367725,-0.20550831049604082,-0.24392974186183533,2
14,4,1.5775534145476002,0.32169367216210576,-0.2056181432538171,-0.09149465734395074,2
15,3,-1.789385603949046,0.09426352355562177,-0.22140624807017834,-0.2923611659782673,2
15,3,-1.7303164983613857,0.13249421719511306,-0.2210328300926463,-0.25691295744331877,2
15,3,-1.6712473927737252,0.23444273356708945,-0.22053497454831336,-0.2613388895970647,2
15,3,-1.6121782871860648,0.26587685944844913,-0.2200806750235552,-0.23474793425182966,2
15,3,-1.5531091815984044,0.28796570466237653,-0.21968342613221498,-0.20792233481522665,2
15,3,-1.4940400760107437,0.2837178498135444,-0.21921355516297247,-0.182021819173094,2
15,3,-1.4349709704230833,0.3083554079367725,-0.21868362837680366,-0.1569782008152486,2
15,3,-1.3759018648354229,0.33978953381813104,-0.21805899045688146,-0.1406544340616732,2
15,3,-1.3168327592477624,0.3984099307320183,-0.21745033551931256,-0.16156416844038082,2
15,3,-1.257763653660102,0.4323927695226763,-0.21696202191115102,-0.14412869447115684,2
15,3,-1.1986945480724416,0.3746219435785571,-0.2168187397382102,-0.10884018544368516,2
15,3,-1.139625442484781,0.448534617948239,-0.21636796221195861,-0.07049256543966154,2
15,3,-1.0805563368971205,0.4255962017645447,-0.21586454612107042,-0.028380896052687832,2
15,3,-1.02148723130946,0.409454353338982,-0.21524532518798173,0.007240746746819775,2
15,3,-0.9624181257217996,0.4663756083133355,-0.21444234781107074,0.06822985520796737,2
15,3,-0.9033490201341392,0.453632043766838,-0.21366616824888382,0.09610620679944391,2
15,3,-0.8442799145464788,0.45957904055520393,-0.21309480055637384,0.12371955556747839,2
15,3,-0.7852108089588182,0.4842165986784308,-0.21262870999313707,0.1614474598342007,2
15,3,-0.7261417033711578,0.4578798986156701,-0.21231000741088277,0.2052709915794038,2
15,3,-0.6670725977834974,0.4646764663738017,-0.2120908395690322,0.2821183302523661,2
15,3,-0.6080034921958368,0.4867653115877303,-0.211850616301327,0.3576827600788095,2
15,3,-0.5489343866081764,0.497809734194694,-0.21151851481171066,0.4034240202684297,2
15,3,-0.48986528102051596,0.5266951471667541,-0.2111682290906744,0.4713807527784143,2
15,3,-0.4307961754328555,0.5445361375318507,-0.21088780910088306,0.5564879027215772,2
15,3,-0.371727069845195,0.5751206924434434,-0.21060643204628016,0.6168002405218471,2
15,3,-0.31265796425753456,0.5742711214736765,-0.21034802454715507,0.5910197917303055,2
15,3,-0.2535888586698741,0.587014686020174,-0.21019298004768,0.6779207954124052,2
15,3,-0.19451975308221361,0.6422367990549938,-0.21008961704802995,0.6865446485185133,2
15,3,-0.13545064749455316,0.6379889442061617,-0.21001400892791555,0.7329552923856438,2
15,3,-0.0763815419068927,0.6796179217247181,-0.2099422290670475,0.7720659771269353,2
15,3,-0.017312436319232228,0.6838657765735514,-0.2098503508451363,0.8494373200906826,2
15,3,0.041756669268428234,0.7186981863339763,-0.20979675521568816,0.825377999716178,2
15,3,0.10082577485608869,0.7382383186386055,-0.20975940097609239,0.850336635391715,2
15,3,0.15989488044374917,0.7382383186386055,-0.20976689479356703,0.8502633232985986,2
15,3,0.21896398603140962,0.7807168671269289,-0.20976900033615248,0.8960020499033555,2
15,3,0.2780330916190701,0.7900621477943599,-0.20974124545661682,0.9144591628501085,2
15,3,0.33710219720673057,0.8070535671896883,-0.20970679112340015,0.9422588937329577,2
15,3,0.396171302794391,0.8588773963454428,-0.2096263976792279,0.9863159991299241,2
15,3,0.4552404083820515,0.8852140964082035,-0.2094943227352306,1.076949457160124,2
15,3,0.5143095139697119,0.8911610931965694,-0.20898040764335946,1.1397094965752135,2
15,3,0.5733786195573725,0.9259935029569943,-0.20867785074447642,1.197478590219805,2
15,3,0.6324477251450329,0.9395866384732575,-0.20834118405570887,1.229822382970231,2
15,3,0.6915168307326933,0.9531797739895207,-0.20794749544546767,1.254630343362905,2
15,3,0.7505859363203538,0.9548789159290545,-0.2075665453678686,1.2241945687410203,2
15,3,0.8096550419080143,0.9837643289011135,-0.20720776091130552,1.287332260093205,2
15,3,0.8687241474956747,0.996507893447611,-0.2068962841683786,1.3342778616070696,2
15,3,0.9277932530833352,1.0253933064196712,-0.2066716132038615,1.3557914323919757,2
15,3,0.9868623586709957,1.0440838677545334,-0.20647203647870388,1.4293092262077565,2
15,3,1.0459314642586561,1.051730006482432,-0.2063070097932441,1.4706045930258036,2
15,3,1.1050005698463166,1.0670222839382277,-0.20612875647208834,1.5503543018319426,2
15,3,1.164069675433977,1.0763675646056587,-0.20586113243882775,1.6385946024586768,2
15,3,1.2231387810216374,1.1027042646684195,-0.20559257048205185,1.6519549898277348,2
15,3,1.282207886609298,1.1111999743660836,-0.20539837246113526,1.6865989143110087,2
15,3,1.3412769921969585,1.1239435389125811,-0.205217927461561,1.7086483031058424,2
15,3,1.400346097784619,1.1783160809776352,-0.20505090051064503,1.784611105722809,2
15,3,1.4594152033722794,1.1859622197055337,-0.20489669822820414,1.8265721103835226,2
15,3,1.5775534145476002,1.2064368800769054,-0.20463027052595803,1.9686996303799966,2
16,1,-1.789385603949046,-0.6429092069107417,-0.3034608887771817,-0.8430053197094324,2
16,1,-1.0805563368971205,-0.21769893654262495,-0.30315657087904535,-0.8267141152395119,2
16,1,-0.7852108089588182,-0.004796451519148103,-0.3030065892524235,-0.810629466201994,2
16,1,-0.48986528102051596,0.1995253667096875,-0.30286881020214923,-0.7651007652491574,2
16,1,-0.19451975308221361,0.3828627819852914,-0.30274518614043816,-0.7174208601126388,2
16,1,0.10082577485608869,0.49194769450330633,-0.3026236484800163,-0.6669772808439314,2
16,1,0.396171302794391,0.5639913127395028,-0.3024028536279861,-0.6570508205329072,2
16,1,0.6915168307326933,0.6186187260954866,-0.302168841710908,-0.4867589755313655,2
16,1,0.9868623586709957,0.7785929397025122,-0.30190004048792923,-0.4998832991218152,2
16,1,1.282207886609298,0.8789272712319318,-0.30159134880360394,-0.3971287571983414,2
16,1,1.5775534145476002,0.9243793181144375,-0.3012731534656998,-0.3310898518370176,2
